"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008013","GO:0008013","beta-catenin binding","3/18","10/10922",4.47818017366598e-07,2.86603531114622e-05,1.1784684667542e-05,"Axn/Apc/pan",3
"GO:0017147","GO:0017147","Wnt-protein binding","3/18","18/10922",3.02015191661274e-06,9.66448613316076e-05,3.97388410080624e-05,"fz/arr/Cow",3
"GO:0005102","GO:0005102","signaling receptor binding","5/18","255/10922",4.455256081534e-05,0.000950454630727252,0.000390811936976666,"wg/arm/dpp/dsh/Axn",5
"GO:0005109","GO:0005109","frizzled binding","2/18","10/10922",0.000114544591128382,0.00183271345805411,0.000753582836370933,"wg/dsh",2
"GO:0019904","GO:0019904","protein domain specific binding","3/18","78/10922",0.000264679563136195,0.0033878984081433,0.00139305033229576,"nkd/dsh/Egfr",3
"GO:0019900","GO:0019900","kinase binding","3/18","95/10922",0.000473198226019461,0.00504744774420758,0.00207543081587483,"arm/Axn/pan",3
"GO:0004672","GO:0004672","protein kinase activity","4/18","256/10922",0.000696151615127658,0.00636481476688144,0.00261711133506638,"Tak1/sgg/gish/Egfr",4
"GO:0000980","GO:0000980","RNA polymerase II distal enhancer sequence-specific DNA binding","2/18","26/10922",0.000814442248438219,0.00651553798750575,0.00267908634354677,"en/pan",2
"GO:0001158","GO:0001158","enhancer sequence-specific DNA binding","2/18","31/10922",0.00115960678447462,0.00824609268959728,0.00339066311249888,"en/pan",2
"GO:0035326","GO:0035326","enhancer binding","2/18","35/10922",0.00147801850166315,0.00945931841064418,0.00388952237279777,"en/pan",2
"GO:0016773","GO:0016773","phosphotransferase activity, alcohol group as acceptor","4/18","327/10922",0.0017307366840422,0.0100697407071546,0.00414051838287607,"Tak1/sgg/gish/Egfr",4
"GO:0005539","GO:0005539","glycosaminoglycan binding","2/18","40/10922",0.00192814381531045,0.0102834336816557,0.00422838555989134,"wg/dpp",2
"GO:0016301","GO:0016301","kinase activity","4/18","355/10922",0.00233870596367655,0.0115136293596384,0.00473422259853553,"Tak1/sgg/gish/Egfr",4
"GO:1901681","GO:1901681","sulfur compound binding","2/18","46/10922",0.00254357325159665,0.0116277634358704,0.00478115272856513,"wg/dpp",2
"GO:0004674","GO:0004674","protein serine/threonine kinase activity","3/18","198/10922",0.00391714297320729,0.0167131433523511,0.00687218065474963,"Tak1/sgg/gish",3
"GO:0001664","GO:0001664","G protein-coupled receptor binding","2/18","61/10922",0.00443206820636005,0.0177282728254402,0.00728958586572376,"wg/dsh",2
"GO:0001227","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","2/18","67/10922",0.00532360935617257,0.020041823458532,0.00824088135630428,"ovo/en",2
"GO:0016772","GO:0016772","transferase activity, transferring phosphorus-containing groups","4/18","461/10922",0.00598049020431235,0.0212639651708883,0.0087434067314508,"Tak1/sgg/gish/Egfr",4
"GO:0019899","GO:0019899","enzyme binding","4/18","477/10922",0.00674476060404954,0.0227191936136406,0.00934177368981931,"arm/Tak1/Axn/pan",4
"GO:0001228","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","2/18","88/10922",0.00903053724772312,0.028897719192714,0.0118822858522673,"ovo/pan",2
"GO:0000981","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","3/18","277/10922",0.00992953788215306,0.0302614487837046,0.0124430299275101,"ovo/en/pan",3
"GO:0048018","GO:0048018","receptor ligand activity","2/18","104/10922",0.0124401906250286,0.0361896454546287,0.0148806107954888,"wg/dpp",2
"GO:0030545","GO:0030545","receptor regulator activity","2/18","112/10922",0.0143259120163187,0.0398634073497563,0.0163912036799985,"wg/dpp",2
"GO:0051427","GO:0051427","hormone receptor binding","1/18","10/10922",0.0163655045887438,0.0436413455699833,0.0179446322244997,"arm",1
"GO:0004888","GO:0004888","transmembrane signaling receptor activity","3/18","340/10922",0.0172425300132207,0.0441408768338449,0.0181500315928639,"fz/arr/Egfr",3
"GO:0045296","GO:0045296","cadherin binding","1/18","12/10922",0.0196081050024882,0.0482661046215095,0.0198462601239759,"arm",1
